                  上证指数 (000001)

      时间	    开盘	    最高	    最低	    收盘	         成交量	   MA.MA5   	   MA.MA13  	   MA.MA34  	   MA.MA144 	VOL-TDX.VVOL  	VOL-TDX.      	VOL-TDX.VOLUME	VOL-TDX.MAVOL1	VOL-TDX.MAVOL2	 MACD.DIF   	 MACD.DEA   	 MACD.MACD  	 SKDJ.K     	 SKDJ.D     	
 1991/01/09	 133.300	 133.340	 132.680	 133.340	           5603	    131.932	    125.926	           	           	           	      0.000	     56.030	     18.614	      9.750	      8.453	      7.034	      2.838	    100.000	    100.000	
 1991/01/10	 133.930	 133.970	 133.340	 133.970	           9990	    132.698	    127.837	           	           	           	      0.000	     99.900	     38.312	     19.640	      8.458	      7.319	      2.278	    100.000	    100.000	
 1991/01/11	 134.610	 134.610	 134.510	 134.600	          13327	    133.330	    129.379	           	           	           	      0.000	    133.270	     64.126	     32.901	      8.416	      7.538	      1.754	     99.969	     99.990	
 1991/01/14	 134.110	 135.190	 134.110	 134.670	          12530	    133.852	    130.488	           	           	           	      0.000	    125.300	     88.752	     45.323	      8.292	      7.689	      1.206	     98.254	     99.408	
 1991/01/15	 134.210	 134.740	 134.190	 134.740	           1446	    134.264	    131.217	           	           	           	      0.000	     14.460	     85.792	     46.691	      8.106	      7.773	      0.667	     96.490	     98.238	
 1991/01/16	 134.190	 134.740	 134.140	 134.240	            509	    134.444	    131.906	           	           	           	      0.000	      5.090	     75.604	     47.109	      7.828	      7.784	      0.089	     92.224	     95.656	
 1991/01/17	 133.670	 134.250	 133.650	 134.250	            658	    134.500	    132.506	           	           	           	      0.000	      6.580	     56.940	     47.626	      7.522	      7.731	     -0.418	     86.818	     91.844	
 1991/01/18	 133.700	 134.250	 133.670	 134.240	           3004	    134.428	    133.016	           	           	           	      0.000	     30.040	     36.294	     50.210	      7.196	      7.624	     -0.857	     81.174	     86.738	
 1991/01/21	 133.700	 134.240	 133.660	 134.240	           2051	    134.342	    133.432	           	           	           	      0.000	     20.510	     15.336	     52.044	      6.858	      7.471	     -1.226	     75.007	     81.000	
 1991/01/22	 133.720	 134.240	 133.660	 133.720	            354	    134.138	    133.707	           	           	           	      0.000	      3.540	     13.152	     49.472	      6.474	      7.272	     -1.595	     59.849	     72.010	
 1991/01/23	 133.170	 133.720	 133.140	 133.170	           1095	    133.924	    133.840	           	           	           	      0.000	     10.950	     14.324	     44.964	      6.055	      7.028	     -1.946	     41.463	     58.773	
 1991/01/24	 132.610	 133.170	 132.570	 132.610	           1857	    133.596	    133.882	           	           	           	      0.000	     18.570	     16.722	     36.831	      5.614	      6.745	     -2.264	     26.882	     42.732	
 1991/01/25	 132.050	 132.070	 132.030	 132.050	           3447	    133.158	    133.834	           	           	           	      0.000	     34.470	     17.608	     26.951	      5.159	      6.428	     -2.538	     16.701	     28.349	
 1991/01/28	 131.460	 131.550	 131.460	 131.460	           5107	    132.602	    133.689	           	           	           	      0.000	     51.070	     23.720	     19.528	      4.697	      6.082	     -2.770	      9.981	     17.855	
 1991/01/29	 130.950	 130.970	 130.950	 130.950	           1387	    132.048	    133.457	           	           	           	      0.000	     13.870	     25.786	     19.469	      4.241	      5.714	     -2.946	      5.805	     10.829	
 1991/01/30	 130.440	 130.950	 130.410	 130.440	            527	    131.502	    133.137	           	           	           	      0.000	      5.270	     24.650	     19.487	      3.794	      5.330	     -3.071	      3.505	      6.430	
 1991/01/31	 129.930	 130.460	 129.930	 129.970	            510	    130.974	    132.775	           	           	           	      0.000	      5.100	     21.956	     19.339	      3.364	      4.937	     -3.146	      2.286	      3.866	
 1991/02/01	 129.500	 129.970	 129.450	 129.510	            345	    130.466	    132.373	           	           	           	      0.000	      3.450	     15.752	     16.680	      2.951	      4.539	     -3.176	      1.723	      2.505	
 1991/02/04	 129.050	 129.580	 129.050	 129.050	            553	    129.984	    131.974	           	           	           	      0.000	      5.530	      6.644	     15.182	      2.558	      4.143	     -3.171	      1.151	      1.720	
 1991/02/05	 128.560	 128.580	 128.530	 128.580	           8562	    129.510	    131.538	    128.173	           	           	      0.000	     85.620	     20.994	     23.390	      2.183	      3.751	     -3.136	      0.990	      1.288	
 1991/02/06	 129.130	 129.150	 128.060	 129.140	           6641	    129.250	    131.145	    129.030	           	           	      0.000	     66.410	     33.222	     28.936	      1.909	      3.383	     -2.947	      7.435	      3.192	
 1991/02/07	 129.740	 129.790	 129.140	 129.790	           2133	    129.214	    130.803	    129.777	           	           	      0.000	     21.330	     36.468	     29.212	      1.725	      3.051	     -2.653	     19.580	      9.335	
 1991/02/08	 130.360	 130.390	 129.790	 130.380	           1234	    129.388	    130.546	    130.402	           	           	      0.000	     12.340	     38.246	     26.999	      1.608	      2.762	     -2.310	     37.653	     21.556	
 1991/02/11	 130.920	 130.970	 130.390	 130.970	           9317	    129.772	    130.377	    130.885	           	           	      0.000	     93.170	     55.774	     31.209	      1.544	      2.519	     -1.949	     57.758	     38.330	
 1991/02/12	 131.540	 131.560	 130.970	 131.350	           3774	    130.326	    130.280	    131.212	           	           	      0.000	     37.740	     46.198	     33.596	      1.508	      2.317	     -1.618	     71.845	     55.752	
 1991/02/13	 131.930	 131.930	 131.350	 131.920	           1152	    130.882	    130.270	    131.407	           	           	      0.000	     11.520	     35.220	     34.221	      1.507	      2.155	     -1.295	     82.341	     70.648	
 1991/02/14	 132.530	 132.530	 132.300	 132.530	           3624	    131.430	    130.352	    131.621	           	           	      0.000	     36.240	     38.202	     37.335	      1.539	      2.032	     -0.986	     89.379	     81.188	
 1991/02/19	 133.120	 133.140	 133.080	 133.130	           1748	    131.980	    130.520	    131.817	           	           	      0.000	     17.480	     39.230	     38.738	      1.593	      1.944	     -0.701	     93.745	     88.488	
 1991/02/20	 133.630	 133.670	 133.130	 133.670	            876	    132.520	    130.768	    131.995	           	           	      0.000	      8.760	     22.348	     39.061	      1.661	      1.887	     -0.453	     96.400	     93.175	
 1991/02/21	 134.240	 134.280	 133.670	 134.280	           3220	    133.106	    131.100	    132.155	           	           	      0.000	     32.200	     21.240	     33.719	      1.744	      1.859	     -0.229	     97.964	     96.036	
 1991/02/22	 134.850	 134.870	 134.280	 134.870	           3427	    133.696	    131.512	    132.294	           	           	      0.000	     34.270	     25.790	     30.505	      1.836	      1.854	     -0.036	     98.864	     97.743	
 1991/02/25	 134.370	 134.870	 134.330	 134.400	            810	    134.070	    131.924	    132.381	           	           	      0.000	      8.100	     20.162	     29.182	      1.850	      1.853	     -0.007	     96.750	     97.859	
 1991/02/26	 133.900	 134.440	 133.900	 133.930	           1094	    134.230	    132.335	    132.436	           	           	      0.000	     10.940	     18.854	     29.042	      1.802	      1.843	     -0.082	     91.008	     95.541	
 1991/02/27	 133.440	 133.980	 133.440	 133.470	            214	    134.190	    132.668	    132.460	           	           	      0.000	      2.140	     17.530	     19.939	      1.707	      1.816	     -0.217	     81.878	     89.879	
 1991/02/28	 132.990	 133.520	 132.980	 133.010	           2258	    133.936	    132.916	    132.450	           	           	      0.000	     22.580	     15.606	     18.423	      1.577	      1.768	     -0.382	     66.032	     79.639	
 1991/03/01	 132.530	 132.530	 132.470	 132.530	           7124	    133.468	    133.082	    132.408	           	           	      0.000	     71.240	     23.000	     24.395	      1.419	      1.698	     -0.559	     46.188	     64.699	
 1991/03/04	 132.090	 132.090	 131.980	 131.990	           2518	    132.986	    133.160	    132.331	           	           	      0.000	     25.180	     26.416	     23.289	      1.235	      1.606	     -0.741	     29.766	     47.329	
 1991/03/05	 131.420	 131.990	 131.410	 131.460	            982	    132.492	    133.168	    132.236	           	           	      0.000	      9.820	     26.192	     22.523	      1.035	      1.491	     -0.913	     18.581	     31.512	
 1991/03/06	 130.890	 130.950	 130.890	 130.940	            719	    131.986	    133.093	    132.125	           	           	      0.000	      7.190	     27.202	     22.366	      0.825	      1.358	     -1.066	     11.453	     19.933	
 1991/03/07	 130.410	 130.940	 130.410	 130.410	            568	    131.466	    132.930	    132.012	           	           	      0.000	      5.680	     23.822	     19.714	      0.609	      1.208	     -1.199	      6.808	     12.281	
 1991/03/08	 129.840	 130.410	 129.840	 129.890	            933	    130.938	    132.681	    131.884	           	           	      0.000	      9.330	     11.440	     17.220	      0.391	      1.045	     -1.307	      4.216	      7.493	
 1991/03/11	 129.300	 129.890	 129.300	 129.310	            514	    130.402	    132.345	    131.739	           	           	      0.000	      5.140	      7.432	     16.924	      0.170	      0.870	     -1.400	      2.568	      4.531	
 1991/03/12	 128.730	 129.310	 128.730	 128.770	            957	    129.864	    131.922	    131.578	           	           	      0.000	      9.570	      7.382	     16.787	     -0.049	      0.686	     -1.470	      1.723	      2.836	
 1991/03/13	 126.130	 128.770	 126.130	 126.150	            498	    128.906	    131.251	    131.355	           	           	      0.000	      4.980	      6.940	     17.071	     -0.428	      0.463	     -1.783	      1.159	      1.816	
 1991/03/14	 125.610	 126.150	 125.610	 125.630	            326	    127.950	    130.576	    131.134	           	           	      0.000	      3.260	      6.456	     15.139	     -0.762	      0.218	     -1.961	      0.805	      1.229	
 1991/03/15	 125.080	 125.620	 125.080	 125.170	            790	    127.006	    129.902	    130.915	           	           	      0.000	      7.900	      6.170	      8.805	     -1.052	     -0.036	     -2.032	      0.841	      0.935	
 1991/03/18	 124.700	 125.170	 124.690	 124.710	           1250	    126.086	    129.228	    130.699	           	           	      0.000	     12.500	      7.642	      7.537	     -1.304	     -0.289	     -2.028	      0.720	      0.789	
 1991/03/19	 124.230	 124.710	 124.220	 124.220	            892	    125.176	    128.552	    130.486	           	           	      0.000	      8.920	      7.512	      7.447	     -1.525	     -0.536	     -1.977	      0.509	      0.690	
 1991/03/20	 123.660	 124.210	 123.630	 123.660	            678	    124.678	    127.870	    130.271	           	           	      0.000	      6.780	      7.872	      7.406	     -1.726	     -0.774	     -1.903	      0.440	      0.556	
 1991/03/21	 123.140	 123.660	 123.120	 123.120	            151	    124.176	    127.188	    130.056	           	           	      0.000	      1.510	      7.522	      6.989	     -1.906	     -1.001	     -1.811	      0.313	      0.421	
 1991/03/22	 122.620	 123.120	 122.620	 122.620	            207	    123.666	    126.508	    129.840	           	           	      0.000	      2.070	      6.356	      6.263	     -2.066	     -1.214	     -1.705	      0.203	      0.319	
 1991/03/25	 122.120	 122.620	 122.100	 122.120	            443	    123.148	    125.829	    129.623	           	           	      0.000	      4.430	      4.742	      6.192	     -2.208	     -1.413	     -1.590	      0.200	      0.238	
 1991/03/26	 121.620	 122.140	 121.620	 121.620	           1164	    122.628	    125.153	    129.404	           	           	      0.000	     11.640	      5.286	      6.399	     -2.333	     -1.597	     -1.473	      0.149	      0.184	
 1991/03/27	 121.120	 121.640	 121.120	 121.120	            668	    122.120	    124.478	    129.185	           	           	      0.000	      6.680	      5.266	      6.569	     -2.445	     -1.766	     -1.357	      0.099	      0.149	
 1991/03/28	 120.650	 121.150	 120.610	 120.610	            961	    121.618	    123.809	    128.934	           	           	      0.000	      9.610	      6.886	      7.204	     -2.545	     -1.922	     -1.246	      0.062	      0.103	
 1991/03/29	 120.160	 120.610	 120.110	 120.190	           2185	    121.132	    123.149	    128.651	           	           	      0.000	     21.850	     10.842	      8.599	     -2.628	     -2.063	     -1.130	      0.472	      0.211	
 1991/04/01	 120.690	 120.730	 119.680	 120.730	          11999	    120.854	    122.732	    128.368	           	           	      0.000	    119.990	     33.954	     19.348	     -2.620	     -2.175	     -0.891	      6.251	      2.262	
 1991/04/02	 121.210	 121.290	 120.730	 121.210	            816	    120.772	    122.392	    128.081	           	           	      0.000	      8.160	     33.258	     19.272	     -2.546	     -2.249	     -0.594	     15.744	      7.489	
 1991/04/03	 121.710	 121.710	 121.210	 121.710	           2063	    120.890	    122.126	    127.797	           	           	      0.000	     20.630	     36.048	     20.657	     -2.419	     -2.283	     -0.272	     28.934	     16.976	
 1991/04/04	 122.200	 122.200	 121.240	 121.720	          10517	    121.112	    121.896	    127.497	           	           	      0.000	    105.170	     55.160	     31.023	     -2.291	     -2.285	     -0.013	     42.345	     29.007	
 1991/04/05	 121.070	 121.730	 121.030	 121.540	          11589	    121.382	    121.690	    127.174	           	           	      0.000	    115.890	     73.968	     42.405	     -2.179	     -2.263	      0.169	     53.564	     41.614	
 1991/04/08	 121.110	 121.110	 121.050	 121.090	           1862	    121.454	    121.492	    126.820	           	           	      0.000	     18.620	     53.694	     43.824	     -2.102	     -2.231	      0.258	     56.966	     50.958	
 1991/04/09	 120.600	 121.100	 120.600	 120.620	            320	    121.336	    121.300	    126.436	           	           	      0.000	      3.200	     52.702	     42.980	     -2.056	     -2.196	      0.281	     52.900	     54.477	
 1991/04/10	 120.150	 120.620	 120.090	 120.160	            466	    121.026	    121.111	    126.021	           	           	      0.000	      4.660	     49.508	     42.778	     -2.032	     -2.163	      0.262	     43.421	     51.096	
 1991/04/11	 119.640	 120.160	 119.620	 119.640	            239	    120.610	    120.920	    125.573	           	           	      0.000	      2.390	     28.952	     42.056	     -2.033	     -2.137	      0.209	     30.389	     42.237	
 1991/04/12	 119.200	 119.650	 119.150	 119.210	            399	    120.144	    120.735	    125.126	           	           	      0.000	      3.990	      6.572	     40.270	     -2.044	     -2.119	      0.149	     20.026	     31.279	
 1991/04/15	 118.730	 119.220	 118.720	 118.770	            301	    119.680	    120.554	    124.680	           	           	      0.000	      3.010	      3.450	     28.572	     -2.064	     -2.108	      0.087	     12.788	     21.068	
 1991/04/16	 118.360	 118.770	 118.340	 118.340	            105	    119.224	    120.379	    124.235	           	           	      0.000	      1.050	      3.020	     27.861	     -2.091	     -2.104	      0.026	      7.781	     13.532	
 1991/04/17	 117.920	 118.340	 117.890	 117.900	            201	    118.772	    120.203	    123.791	           	           	      0.000	      2.010	      2.490	     25.999	     -2.124	     -2.108	     -0.031	      4.649	      8.406	
 1991/04/18	 117.450	 117.930	 117.450	 117.450	            178	    118.334	    119.951	    123.347	           	           	      0.000	      1.780	      2.368	     15.660	     -2.161	     -2.119	     -0.084	      2.704	      5.045	
 1991/04/19	 117.080	 117.500	 117.050	 117.080	            646	    117.908	    119.633	    122.909	           	           	      0.000	      6.460	      2.862	      4.717	     -2.195	     -2.134	     -0.121	      1.727	      3.027	
 1991/04/22	 116.630	 117.080	 116.580	 116.630	            430	    117.480	    119.242	    122.472	           	           	      0.000	      4.300	      3.120	      3.285	     -2.232	     -2.154	     -0.157	      1.360	      1.930	
 1991/04/23	 116.210	 116.630	 116.150	 116.190	            282	    117.050	    118.817	    122.039	           	           	      0.000	      2.820	      3.474	      3.247	     -2.271	     -2.177	     -0.188	      1.178	      1.422	
 1991/04/24	 115.700	 116.190	 115.700	 115.790	            148	    116.628	    118.375	    121.609	           	           	      0.000	      1.480	      3.368	      2.929	     -2.308	     -2.203	     -0.209	      1.408	      1.315	
 1991/04/25	 115.380	 115.790	 115.330	 115.360	           1495	    116.210	    117.934	    121.181	           	           	      0.000	     14.950	      6.002	      4.185	     -2.344	     -2.231	     -0.226	      1.306	      1.297	
 1991/04/26	 116.310	 116.310	 114.520	 115.560	          13354	    115.906	    117.545	    120.777	           	           	      0.000	    133.540	     31.418	     17.140	     -2.330	     -2.251	     -0.158	      7.072	      3.262	
 1991/04/29	 114.860	 116.290	 114.750	 114.750	           8411	    115.530	    117.128	    120.364	           	           	      0.000	     84.110	     47.380	     25.250	     -2.358	     -2.273	     -0.170	      8.250	      5.543	
 1991/04/30	 113.890	 114.870	 113.890	 113.940	           4850	    115.080	    116.690	    120.005	           	           	      0.000	     48.500	     56.516	     29.995	     -2.417	     -2.301	     -0.231	      6.792	      7.371	
 1991/05/02	 113.040	 113.200	 113.030	 113.160	           1465	    114.554	    116.225	    119.639	           	           	      0.000	     14.650	     59.150	     31.259	     -2.498	     -2.341	     -0.314	      5.456	      6.833	
 1991/05/03	 112.460	 113.170	 112.300	 112.410	           4230	    113.964	    115.735	    119.263	           	           	      0.000	     42.300	     64.620	     35.311	     -2.592	     -2.391	     -0.403	      4.334	      5.527	
 1991/05/06	 111.650	 112.410	 111.570	 111.610	           2764	    113.174	    115.218	    118.878	           	           	      0.000	     27.640	     43.440	     37.429	     -2.701	     -2.453	     -0.496	      3.167	      4.319	
 1991/05/07	 110.800	 110.900	 110.800	 110.820	           1875	    112.388	    114.673	    118.484	           	           	      0.000	     18.750	     30.368	     38.874	     -2.818	     -2.526	     -0.584	      2.175	      3.225	
 1991/05/08	 110.160	 110.820	 110.000	 110.030	            423	    111.606	    114.102	    118.083	           	           	      0.000	      4.230	     21.514	     39.015	     -2.941	     -2.609	     -0.664	      1.502	      2.281	
 1991/05/09	 109.360	 110.120	 109.310	 109.290	           2255	    110.832	    113.503	    117.676	           	           	      0.000	     22.550	     23.094	     41.122	     -3.063	     -2.700	     -0.726	      0.887	      1.521	
 1991/05/10	 108.610	 109.400	 108.530	 108.530	            249	    110.056	    112.880	    117.262	           	           	      0.000	      2.490	     15.132	     39.876	     -3.184	     -2.796	     -0.774	      0.511	      0.966	
 1991/05/13	 107.880	 107.880	 107.740	 107.840	            235	    109.302	    112.238	    116.842	           	           	      0.000	      2.350	     10.074	     26.757	     -3.297	     -2.897	     -0.801	      0.640	      0.679	
 1991/05/14	 107.210	 107.840	 107.060	 107.190	            267	    108.576	    111.576	    116.417	           	           	      0.000	      2.670	      6.858	     18.613	     -3.401	     -2.997	     -0.806	      1.042	      0.731	
 1991/05/15	 106.560	 106.600	 106.420	 106.570	            390	    107.884	    110.900	    115.989	           	           	      0.000	      3.900	      6.792	     14.153	     -3.492	     -3.096	     -0.792	      1.437	      1.040	
 1991/05/16	 105.830	 105.860	 105.690	 105.770	           3108	    107.180	    110.147	    115.553	           	           	      0.000	     31.080	      8.498	     15.796	     -3.588	     -3.195	     -0.787	      1.474	      1.318	
 1991/05/17	 105.120	 106.750	 104.960	 106.750	          20192	    106.824	    109.531	    115.158	           	           	      0.000	    201.920	     48.384	     31.758	     -3.544	     -3.265	     -0.559	      8.649	      3.853	
 1991/05/20	 107.760	 107.820	 106.710	 107.820	            863	    106.820	    109.061	    114.778	           	           	      0.000	      8.630	     49.640	     29.857	     -3.384	     -3.288	     -0.191	     20.482	     10.201	
 1991/05/21	 108.890	 108.890	 108.620	 108.810	            771	    107.144	    108.726	    114.413	           	           	      0.000	      7.710	     50.648	     28.753	     -3.141	     -3.259	      0.236	     36.972	     22.034	
 1991/05/22	 109.710	 109.820	 108.110	 108.250	          18677	    107.480	    108.406	    114.017	           	           	      0.000	    186.770	     87.222	     47.007	     -2.959	     -3.199	      0.479	     48.776	     35.410	
 1991/05/23	 107.520	 109.160	 107.350	 109.080	           5609	    108.142	    108.212	    113.646	           	           	      0.000	     56.090	     92.224	     50.361	     -2.717	     -3.103	      0.771	     60.726	     48.825	
 1991/05/24	 110.070	 110.080	 109.820	 110.080	           1024	    108.808	    108.155	    113.309	           	           	      0.000	     10.240	     53.888	     51.136	     -2.417	     -2.965	      1.098	     73.532	     61.011	
 1991/05/27	 111.050	 111.070	 109.470	 110.660	           8619	    109.376	    108.203	    113.002	           	           	      0.000	     86.190	     69.400	     59.520	     -2.107	     -2.794	      1.373	     81.673	     71.977	
 1991/05/28	 111.610	 111.680	 111.360	 111.680	           1630	    109.950	    108.387	    112.739	           	           	      0.000	     16.300	     71.118	     60.883	     -1.760	     -2.587	      1.655	     88.290	     81.165	
 1991/05/29	 112.750	 112.750	 111.670	 112.750	            530	    110.850	    108.712	    112.521	           	           	      0.000	      5.300	     34.824	     61.023	     -1.382	     -2.346	      1.928	     92.872	     87.612	
 1991/05/30	 113.740	 113.820	 112.770	 113.820	            388	    111.798	    109.172	    112.350	           	           	      0.000	      3.880	     24.382	     58.303	     -0.985	     -2.074	      2.178	     95.799	     92.320	
 1991/05/31	 114.830	 114.830	 113.840	 114.830	           1211	    112.748	    109.759	    112.221	           	           	      0.000	     12.110	     24.756	     39.322	     -0.582	     -1.775	      2.387	     97.581	     95.417	
 1991/06/03	 115.900	 115.970	 114.890	 115.970	            954	    113.810	    110.482	    112.139	           	           	      0.000	      9.540	      9.426	     39.413	     -0.169	     -1.454	      2.571	     98.632	     97.337	
 1991/06/04	 117.120	 117.120	 116.830	 117.120	           3603	    114.898	    111.355	    112.103	           	           	      0.000	     36.030	     13.372	     42.245	      0.249	     -1.113	      2.724	     99.236	     98.483	
 1991/06/05	 118.170	 118.170	 117.140	 118.170	            308	    115.982	    112.234	    112.111	           	           	      0.000	      3.080	     12.928	     23.876	      0.657	     -0.759	      2.832	     99.578	     99.149	
 1991/06/06	 119.260	 119.330	 118.170	 119.350	            266	    117.088	    113.121	    112.166	           	           	      0.000	      2.660	     12.684	     18.533	      1.063	     -0.395	      2.916	     99.820	     99.545	
 1991/06/07	 120.460	 120.470	 119.350	 120.470	            100	    118.216	    114.018	    112.266	           	           	      0.000	      1.000	     10.462	     17.609	      1.459	     -0.024	      2.966	     99.925	     99.774	
 1991/06/10	 121.650	 121.670	 120.470	 121.670	            400	    119.356	    115.050	    112.414	           	           	      0.000	      4.000	      9.354	      9.390	      1.848	      0.350	      2.995	     99.970	     99.905	
 1991/06/11	 122.890	 122.890	 121.670	 122.890	            543	    120.510	    116.112	    112.611	           	           	      0.000	      5.430	      3.234	      8.303	      2.229	      0.726	      3.006	     99.989	     99.962	
 1991/06/12	 123.900	 124.110	 122.890	 124.110	           1372	    121.698	    117.192	    112.856	           	           	      0.000	     13.720	      5.362	      9.145	      2.599	      1.100	      2.997	     99.996	     99.985	
 1991/06/13	 125.330	 125.340	 123.650	 125.340	          20868	    122.896	    118.321	    113.150	           	           	      0.000	    208.680	     46.566	     29.625	      2.958	      1.472	      2.972	     99.999	     99.995	
 1991/06/14	 124.470	 126.340	 124.470	 124.530	           6633	    123.708	    119.309	    113.414	           	           	      0.000	     66.330	     59.632	     35.047	      3.141	      1.806	      2.670	     95.242	     98.413	
 1991/06/17	 125.630	 125.770	 123.540	 125.770	           6933	    124.528	    120.311	    113.738	           	           	      0.000	     69.330	     72.698	     41.026	      3.347	      2.114	      2.466	     93.693	     96.312	
 1991/06/18	 127.030	 127.030	 126.670	 127.030	           2030	    125.356	    121.327	    114.123	           	           	      0.000	     20.300	     75.672	     39.453	      3.571	      2.405	      2.331	     94.883	     94.606	
 1991/06/19	 128.120	 128.290	 127.030	 128.290	           1481	    126.192	    122.362	    114.568	           	           	      0.000	     14.810	     75.890	     40.626	      3.806	      2.685	      2.241	     96.459	     95.012	
 1991/06/20	 129.550	 129.570	 129.210	 129.570	           2299	    127.038	    123.409	    115.072	           	           	      0.000	     22.990	     38.752	     42.659	      4.049	      2.958	      2.182	     97.739	     96.360	
 1991/06/21	 130.720	 130.860	 128.810	 130.860	          13613	    128.304	    124.465	    115.639	           	           	      0.000	    136.130	     52.712	     56.172	      4.296	      3.226	      2.141	     98.624	     97.607	
 1991/06/24	 132.100	 132.170	 131.800	 132.170	           1960	    129.584	    125.542	    116.266	           	           	      0.000	     19.600	     42.766	     57.732	      4.546	      3.490	      2.112	     99.189	     98.517	
 1991/06/25	 133.480	 133.490	 132.170	 133.490	           1624	    130.876	    126.630	    116.956	           	           	      0.000	     16.240	     41.954	     58.813	      4.794	      3.751	      2.087	     99.533	     99.116	
 1991/06/26	 134.830	 134.830	 133.490	 134.830	           3409	    132.184	    127.735	    117.708	           	           	      0.000	     34.090	     45.810	     60.850	      5.042	      4.009	      2.065	     99.736	     99.486	
 1991/06/27	 136.040	 136.190	 134.830	 136.190	           4497	    133.508	    128.852	    118.521	           	           	      0.000	     44.970	     50.206	     44.479	      5.286	      4.264	      2.044	     99.853	     99.707	
 1991/06/28	 137.410	 137.560	 136.190	 137.560	           4935	    134.848	    129.980	    119.395	           	           	      0.000	     49.350	     32.850	     42.781	      5.527	      4.517	      2.020	     99.919	     99.836	
 1991/07/01	 136.640	 138.620	 136.560	 136.850	          22940	    135.784	    130.960	    120.268	           	           	      0.000	    229.400	     74.810	     58.788	      5.596	      4.733	      1.727	     96.138	     98.636	
 1991/07/02	 135.910	 135.960	 135.690	 135.960	           2838	    136.278	    131.777	    121.132	           	           	      0.000	     28.380	     77.238	     59.596	      5.515	      4.889	      1.252	     89.379	     95.145	
 1991/07/03	 135.280	 135.960	 134.980	 135.270	           2715	    136.366	    132.603	    122.000	           	           	      0.000	     27.150	     75.850	     60.830	      5.334	      4.978	      0.712	     81.808	     89.108	
 1991/07/04	 136.630	 136.630	 134.190	 136.630	          13394	    136.454	    133.438	    122.879	           	           	      0.000	    133.940	     93.644	     71.925	      5.240	      5.031	      0.419	     77.168	     82.785	
 1991/07/05	 136.010	 137.680	 135.900	 135.960	          14540	    136.134	    134.125	    123.706	           	           	      0.000	    145.400	    112.854	     72.852	      5.053	      5.035	      0.036	     71.406	     76.794	
 1991/07/08	 135.260	 135.280	 134.930	 135.280	           5874	    135.820	    134.663	    124.485	           	           	      0.000	     58.740	     78.722	     76.766	      4.795	      4.987	     -0.385	     60.837	     69.804	
